Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,SLBP12_A,SLBP12_B,SLBP12_C,SLBP12TET_A,SLBP12TET_B,SLBP12TET_C
26,Tb09.v4.0014;Tb09.v4.0110;Tb927.9.15850,-0.0431520741358966,21.2686468616869,0.010566994881161041,hypothetical protein;hypothetical protein;hypothetical protein,21.02046281002172,21.304551118887428,21.409009126125355,21.32591070080438,21.335811749819765,21.201756826818045
27,Tb09.v4.0015,0.121305563514014,25.0684732238589,0.07724701891931338,hypothetical protein,25.12065330835691,25.18731716448457,25.32180336924256,25.21587243070085,24.861595450471427,25.188389270369733
28,Tb09.v4.0016;Tb11.v5.0463.1-p1,0.184372347054396,22.6444823014519,0.07000953081371314,"expression site- associated gene (ESAG) protein, putative, expression site associated gene 5 (ESAG5) protein, putative, chrIX additional, unordered contigs;Tb11.v5.0463.1-p1",22.83700978732232,22.655652585116645,22.43668499953912,22.02504690008231,22.65177242305788,22.69941100767471
29,Tb09.v4.0017,0.0072473274615703,18.9199340505802,0.0017432599208182917,"chrIX additional, unordered contigs, rab1 (small gtp-binding protein rab1, putative)",19.25338612428252,19.030736037707378,19.550706091665088,19.602395646755195,18.95919622066032,19.25149440385476
30,Tb09.v4.0018,-0.188773039634146,21.5908160512014,0.09769071871808584,"expression site-associated gene (ESAG) protein, putative, chrIX additional, unordered contigs, expression site-associated gene 3 (ESAG3) protein, putative",21.64116499111104,21.3607543992402,21.854988218385763,22.16737010164829,21.54060063738671,21.715255988604444
31,Tb09.v4.0065,0.442035567301662,20.7922148128329,1.0449884294672362,"chrIX additional, unordered contigs, expression site-associated gene 1 (ESAG 1), putative",20.941749239405738,20.951494100169214,21.01049104167386,20.518175696211564,20.54603420592035,20.51341777721189
32,Tb09.v4.0067:pseudogenic_transcript-p1,0.003314028629159,26.629692730916,0.0019173812674397734,Tb09.v4.0067,26.72662733527088,26.68060479083371,26.88906108282973,26.86305531487226,26.744277756958883,26.679018051215696
33,Tb09.v4.0106;Tb927.9.15980,0.316225142855259,19.1091398404737,0.09192336081606259,"nucleoside transporter 1, putative, chrIX additional, unordered contigs;nucleoside transporter 1, putative",19.310476909431685,19.37737125459706,19.25631166893632,19.13131636484041,18.86217006377671,19.001997975782164
34,Tb09.v4.0107,-0.0294780766962397,23.1882650607422,0.006559715603984997,"expression site-associated gene 5 (ESAG5) protein, putative, chrIX additional, unordered contigs, expression site-associated gene (ESAG) protein, putative",23.20032227722657,23.155364883211355,22.992628529784977,22.84394568686632,23.240858869016755,23.35194536442856
35,Tb09.v4.0119:pseudogenic_transcript-p1,-0.75272921660321,17.0258433117325,0.44993815723676595,Tb09.v4.0119,17.249972128415333,17.49063586127466,16.328432699221793,17.385857301814923,18.06843907077531,17.87293196613119
36,Tb09.v4.0150:pseudogenic_transcript-p1,-0.0161162098350474,22.4422205582541,0.00581930390529391,Tb09.v4.0150,22.576217833643664,22.568777736727142,22.70222052314351,22.98321443420978,22.382030078829107,22.530320209980584
37,Tb09.v4.0151,-0.0862454976795721,14.4789662944318,0.006415237882782964,hypothetical protein,14.911486052664817,13.916412400842995,13.921874777769329,13.846992019664755,14.441520732356205,14.719996972294894
38,Tb10.v4.0032;Tb927.10.4370,0.0615564520686966,15.991121185109,0.006126568315489962,"expression site- associated gene 3 (ESAG3) protein, putative, expression site associated gene (ESAG) protein, putative, chrX additional, unordered contigs;expression site-associated gene (ESAG) protein, putative, expression site-associated gene 3 (ESAG3) protein, putative",16.70993459517603,16.486825212456953,15.115180370089316,15.780788059543838,16.16762274821873,16.178860013753646
39,Tb10.v4.0033;Tb927.10.4430,-0.205898520330116,25.3404294592275,0.5865817478798789,"chrX additional, unordered contigs, pumillo RNA binding protein PUF1;pumillo RNA binding protein PUF1",25.23491733108938,25.28695440204225,25.258726805148243,25.393428172314707,25.59804221674521,25.406823710210315
40,Tb10.v4.0034;Tb927.10.4440,0.111795207579188,23.4202039823667,0.056396984351013396,"SAP domain containing protein, putative;SAP DNA binding domain containing protein",23.425599189109825,23.3820013598596,23.68333316453617,23.62911967724296,23.31122991061591,23.21519850290916
41,Tb10.v4.0035;Tb927.10.4450,-0.156730888601444,26.760434854843,0.02332361219383841,"chrX additional, unordered contigs, stress-inducible protein STI1-like, putative;stress-inducible protein STI1-like, putative",26.808428550618345,26.74134807615173,26.17164385101184,26.14149591569707,27.098014058126992,26.95210316976217
42,Tb10.v4.0036;Tb927.10.4460,0.0022817863744499,24.8604240067325,0.0017432599208182917,"leucine carboxyl methyltransferase, putative;leucine carboxyl methyltransferase, putative",24.9037645497841,24.789636552947837,25.03424550953884,25.123806512781226,24.7785964539096,24.8183982864566
43,Tb10.v4.0037,-0.0982604678039678,25.1992117639164,0.029386985502259495,"hypothetical protein, conserved",24.97546331931489,25.091665858917708,25.40939590894397,25.53189005511665,25.1958081584984,25.043608276973423
44,Tb10.v4.0038;Tb927.10.4480,0.164873220879965,23.9010083027414,0.2234575727756667,"DNA damage repair protein, putative, chrX additional, unordered contigs;DNA damage repair protein, putative",23.954214526911517,23.95529325091563,24.061820540394777,23.926553684691232,23.660028052768457,23.890126918122338
45,Tb10.v4.0039,0.16706522180861,27.9614721921547,0.3570855079413619,"hypothetical protein, conserved",28.08042142761089,27.99285816224182,28.184625811618165,28.06107423441979,27.835108750441588,27.86052675118366
46,Tb10.v4.0040;Tb927.10.4500,0.0214072047291154,24.0525087679694,0.006126568315489962,"mRNA capping methyltransferase, putative, chrX additional, unordered contigs;cap guanine-N7 methyltransferase",23.970653023617484,24.02405415563137,24.19577393808841,24.30623841749736,24.02742938224158,23.792591703410974
47,Tb10.v4.0041,0.0347714111469486,24.2656778239055,0.007335179789690382,"PUB domain containing protein, putative",24.381553053900173,24.26482153081162,23.942595122349054,23.86132195528234,24.29580644990752,24.327527068430143
48,Tb10.v4.0043;Tb11.v5.1012.1-p1;Tb927.10.4330,-0.296828704664129,20.7215951605151,0.2414191895479677,"branched-chain alpha-keto acid dehydrogenase e1-beta subunit precursor, putative, chrX additional, unordered contigs;Tb11.v5.1012.1-p1;2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative",20.454398868469823,20.77126880169654,20.897107339895943,21.27298836973164,20.97457348921535,20.765699265107724
49,Tb10.v4.0044;Tb927.10.4320,0.0024783025814691,24.2984547962185,0.0017432599208182917,"hypothetical protein, conserved;hypothetical protein, conserved",24.452508045916765,24.191234731268988,24.271701562764918,24.133435832700805,24.438327597476263,24.3362460020292
50,Tb10.v4.0045;Tb927.10.4310,-0.124760442835111,25.0700349565769,0.22774998038364386,"chrX additional, unordered contigs, prohibitin, putative;prohibitin 2, putative",24.915604532183067,25.009777504596244,25.09601867526621,25.16147418902518,25.154655067535728,25.079552783989943
51,Tb10.v4.0066:pseudogenic_transcript-p1,0.141925425772225,26.3800301360443,0.10060499865698277,Tb10.v4.0066,26.402498508601383,26.596483254018864,26.771990963780706,26.545986170435544,26.440368935908943,26.3588413427398
52,Tb10.v4.0168:pseudogenic_transcript-p1,1.32824958635544,27.3112044958967,0.8812251550653559,Tb10.v4.0168,28.47042303104274,27.72865053936273,28.21279015086567,26.17738145874871,26.473616339660605,27.77611716379552
53,Tb10.v4.0181:pseudogenic_transcript-p1,0.322010490438858,15.6079906861055,0.02989981694838108,Tb10.v4.0181,16.30337354237805,15.690778699452414,15.149946040803428,14.764512869771623,15.375813045561287,16.037740895984392
54,Tb10.v4.0218,0.0976981729208006,22.2470148031264,0.011815186897682699,"chrX additional, unordered contigs, expression site-associated gene 3 (ESAG3) protein, putative, expression site-associated gene (ESAG) protein, putative",22.22158661965579,22.262382361663544,22.59157767277106,22.72955556388058,21.97001022615645,22.082886345290955
55,Tb10.v4.0219:pseudogenic_transcript-p1,-0.0042999138763022,23.4330473782858,0.0019173812674397734,Tb10.v4.0219,23.34140145833799,23.61157521723563,23.61545570182071,23.635161627177585,23.33547612232721,23.61069436951845
56,Tb10.v4.0239:pseudogenic_transcript-p1,-0.317598913253978,19.3267586053639,0.19541715265991988,Tb10.v4.0239,19.526112421737743,18.973190313941764,19.273156390162747,19.31767932383562,19.723358028677172,19.684218513091395
57,Tb10.v4.0246;Tb927.10.6900,0.2306479043697,22.7601527405161,1.0031058569724165,hypothetical protein;base J-associated glucosyltransferase,22.770971748186906,22.776175130094167,22.89101320360333,22.57201089758654,22.5374436113122,22.63676185987656
58,Tb10.v4.0247;Tb11.v5.0496.1-p1;Tb927.10.6910;Tb927.10.6950,-0.465096433871746,19.3985334299587,1.01893025627223,"s-adenosyl-L-methionine-c-24-delta-sterol-methyl transferase a, putative;Tb11.v5.0496.1-p1;Sterol methyltransferase, putative;sterol 24-c-methyltransferase, putative",18.853724319835607,19.32901570820018,19.04308245990367,19.704722180983843,19.476335759109016,19.44005384946183
59,Tb10.v4.0248;Tb927.10.6920,0.0355054732908506,28.7747386926918,0.017268675387951106,"EF-hand domain pair, putative;EF-hand domain pair, putative",28.794059824573164,28.78327161828818,28.8716777012293,28.80414000812888,28.746095068234595,28.79225764785464
60,Tb10.v4.0249;Tb927.10.6930,-0.143677372703248,19.6926049745428,0.05793508921289057,"Cullin family/Cullin protein neddylation domain containing protein, putative;Cullin family/Cullin protein neddylation domain containing protein, putative",19.63668283378684,19.703143824932297,19.82114702024528,20.12653786713709,19.893258115949617,19.572209813987456
61,Tb11.01.1680.v5.1-p1,0.212652361401471,31.6426560262039,0.19899908227399785,Tb11.01.1680.v5.1-p1,31.733422927587185,31.63910842258869,32.09119477796211,31.766545875388143,31.46152558258815,31.59769758595726
62,Tb11.01.2730.1-p1,0.0415360742113506,24.9332581930828,0.010566994881161041,Tb11.01.2730.1-p1,24.948797108309265,24.96803275629856,25.23516966279439,25.253540921885875,24.90540404489814,24.868446337984125
63,Tb11.01.6240.1-p1;Tb11.01.6241.1-p1,0.0932629896736188,18.3383258798023,0.010566994881161041,Tb11.01.6240.1-p1;Tb11.01.6241.1-p1,18.68308013453786,18.490940981037763,17.445785167641034,17.90928569619237,18.35135906198771,18.07937255601572
64,Tb11.01.6251;Tb11.v5.0677.1-p1,0.0206485493792599,21.3041924176179,0.006559715603984997,"expression site-associated gene 11 (ESAG11) protein, putative;Tb11.v5.0677.1-p1",21.233094611979563,21.320691261711307,21.555922212695588,21.47221419485745,21.25678698871857,21.31876125467265
65,Tb11.02.5060b.1-p1;Tb927.11.7211.1-p1,-0.30775541962581,18.4199403197697,0.08816485811343086,Tb11.02.5060b.1-p1;Tb927.11.7211.1-p1,18.10144363277754,17.988907793550673,18.95784744246712,19.0110940924498,18.489635294935752,18.4707357402872
66,Tb11.02.5070b.1-p1;Tb927.11.7212,-0.0042290442899748,21.1545450083049,0.0017432599208182917,"Tb11.02.5070b.1-p1;NADH-ubiquinone oxidoreductase complex I subunit, putative",20.98577014033356,21.09564417587028,21.553140059144145,21.399221421124818,21.083601879268635,21.16441820782444
67,Tb11.02.5080b.1-p1;Tb927.11.7213,0.0022582954635446,25.6878334077668,0.0017432599208182917,"Tb11.02.5080b.1-p1;Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",25.67386636434289,25.611884607049383,25.999753616483115,26.08484696797464,25.585958845559063,25.607923887951056
68,Tb11.02.5090.1-p1;Tb11.02.5090b.1-p1,-0.108886260137279,22.4133226210647,0.04045563741843265,Tb11.02.5090.1-p1;Tb11.02.5090b.1-p1,22.227723604708064,22.386700647304146,22.57091568890957,22.756807708971184,22.37658315943189,22.378607852930543
69,Tb11.02.5100b.1-p1;Tb927.11.7214,-0.0868306539019201,25.1155785868744,0.01883639028710998,Tb11.02.5100b.1-p1;Mitoribosomal SSU assembly factor 13,25.093250105325065,24.91606721381668,25.313228176643065,25.429227616694256,24.98523918807076,25.16857065272555
70,Tb11.02.5105;Tb11.02.5105b.1-p1,0.0323446807491585,20.1149946791552,0.006126568315489962,Present in the outer mitochondrial membrane proteome 15;Tb11.02.5105b.1-p1,19.996217347878936,20.18536099420838,19.87940168918702,19.489862003886607,20.20724095204448,20.266843033095785
71,Tb11.02.5110b.1-p1;Tb927.11.7216.1-p1,0.179739297526385,19.2857139855193,0.1459358846076061,Tb11.02.5110b.1-p1;Tb927.11.7216.1-p1,19.400453693925733,19.42178608708921,18.94095710209765,19.205228715007703,19.096754407577883,18.921995867947864
72,Tb11.02.5120b.1-p1;Tb927.11.7218,-0.0857507647853737,22.8516618537937,0.05998584319881743,Tb11.02.5120b.1-p1;mitochondrial edited mRNA stability factor 1 subunit,22.74188113833627,22.702136754997827,22.93204908755259,22.79755765776865,22.845330466642203,22.990431150831945
73,Tb11.02.5360;Tb11.02.5360b.1-p1,-0.0997334618661014,23.3876863631693,0.0794593914794243,"hypothetical protein, conserved;Tb11.02.5360b.1-p1",23.376488075745385,23.3487382221525,23.459515631643328,23.59954510824114,23.376662570501868,23.5077346363965
74,Tb11.02.5370.1-p1;Tb11.02.5370b.1-p1,-0.230260508051817,14.9006926720583,0.07724701891931338,Tb11.02.5370.1-p1;Tb11.02.5370b.1-p1,15.13001075886279,14.413200466780337,15.118261244395224,15.307974985913043,14.927060621446438,15.117218386834324
75,Tb11.02.5380.1-p1;Tb11.02.5380b.1-p1,0.0074043340476315,24.5580767851086,0.0019384691826918783,Tb11.02.5380.1-p1;Tb11.02.5380b.1-p1,24.4321946601602,24.565242495354976,24.8703123982801,24.887729507593196,24.427165817803843,24.53064122625534
76,Tb11.02.5390;Tb11.02.5390b.1-p1,-0.0276070357118066,23.4017985575454,0.010566994881161041,Guide RNA binding complex protein 4;Tb11.02.5390b.1-p1,23.364909002239216,23.294619663717416,23.44678432192303,23.429427910842357,23.34903004406882,23.410676140103902
77,Tb11.02.5400;Tb11.02.5400b.1-p1,0.024530515212362,21.8537879822924,0.005916067467426558,"cystathionine beta-synthase, putative;Tb11.02.5400b.1-p1",21.781578573893253,21.812763271512974,22.21661577898245,22.3578078595917,21.641746672178524,21.73781154698135
78,Tb11.02.5410;Tb11.02.5410b,-0.132183516879234,22.757096135132,0.09503426880480369,"ubiquitin activating enzyme (E1) subunit Aos1, putative;ubiquitin activating enzyme, putative",22.70228325908002,22.6032922888562,22.88915227752036,23.10774703582263,22.773063346883013,22.71046799338864
79,Tb11.02.5420;Tb11.02.5420b.1-p1,-0.117707482085073,26.1627891608724,0.14250800825933743,"NADPH-cytochrome p450 reductase, putative;Tb11.02.5420b.1-p1",26.133618360701536,26.08108093618724,26.23711801533467,26.45279525523192,26.20366168595596,26.14848281729079
80,Tb11.02.5430;Tb11.02.5430b.1-p1,-0.129354653795833,21.5887831587828,0.07724701891931338,"hypothetical protein, conserved;Tb11.02.5430b.1-p1",21.542949024451943,21.558826239693804,21.6870157351562,21.97977580306885,21.69920631518008,21.49787284244053
81,Tb11.02.5440;Tb11.02.5440b,-0.353788872422946,20.2956625099652,0.4352985831410203,SUMO-interacting motif-containing protein;SUMO-interacting motif-containing protein,20.204348725761477,20.241988472536917,20.247788302812065,20.616619690562285,20.518952518860317,20.61991990895669
82,Tb11.0290;Tb11.0390;Tb927.11.7705;Tb927.6.4980,0.0649815517886339,30.4880523318295,0.021330839659092833,"40S ribosomal protein S14, putative, chrXI additional, unordered contigs;chrXI additional, unordered contigs, 40S ribosomal protein S14, putative;ribosomal protein S11, putative;40S ribosomal protein S14",30.461817413346026,30.489627970705904,30.74173308503808,30.68394422735427,30.455849837184665,30.35843974918517
83,Tb11.0310;Tb11.0410;Tb927.11.7695,0.48557908093813,16.2677355442317,0.13628204646982384,"hypothetical protein;hypothetical protein;hypothetical protein, conserved",16.79075323180206,16.778224536023693,15.95492922685004,15.87246362328444,16.486917048911376,15.707789079665591
84,Tb11.0320;Tb927.11.7690.1-p1,-0.174624803015277,22.6975786559833,0.6741548382527295,hypothetical protein;Tb927.11.7690.1-p1,22.72004407051327,22.585041711880347,22.63423898250817,22.844130059615782,22.813267701746987,22.80580141258485
85,Tb11.0340;Tb927.11.7660.1-p1,-0.112458505614484,22.740641486977,0.030569593051407933,hypothetical protein;Tb927.11.7660.1-p1,22.582619235774683,22.66600981048932,22.93761718377969,23.070283008091486,22.68594031061968,22.767398428175973
86,Tb11.0350,-0.04115747867138,23.9249736184008,0.017268675387951106,hypothetical protein,23.918245452897025,23.89787772758091,23.917651753019907,24.049453515215788,23.876055920651154,23.931737933645017
87,Tb11.0360;Tb927.11.7640.1-p1,0.140208500286956,23.9740225787256,0.041166524369108635,"MSP-A, putative, chrXI additional, unordered contigs;Tb927.11.7640.1-p1",24.01265408651954,23.954050585611075,24.336075985103022,24.35461867422521,23.818121553998736,23.709414928148814
88,Tb11.0370;Tb927.11.7720.1-p1,-0.321817149605831,23.6000371933059,0.10838014965383931,"MSP-A, putative, chrXI additional, unordered contigs;Tb927.11.7720.1-p1",23.55371183864704,23.514147271954016,22.64374490617817,23.580042322450325,23.48288374376591,23.614129399380477
89,Tb11.0520;Tb927.10.1130,-0.040173556917857,23.1833748975041,0.006126568315489962,"dynein light chain, putative, chrX additional, unordered contigs;dynein arm light chain, axonemal, putative",23.19923998719505,23.19623311257744,22.817107488042097,22.460736139615992,23.534504246670178,23.337860872282
90,Tb11.0530;Tb927.10.1140,0.0813846669527045,23.9538747416367,0.09192336081606259,"chrX additional, unordered contigs, epsilon tubulin;epsilon tubulin",23.988917483704487,24.04305029692832,24.046564820709246,24.05149953481321,23.95454508395837,23.82833398171236
91,Tb11.0540;Tb927.10.1150,0.0955627085953878,22.4219347555136,0.010566994881161041,"hypothetical protein;hypothetical protein, conserved",22.56223381349101,22.490170880562136,21.88827661051041,21.62954883344435,22.478208069484573,22.54623627584847
92,Tb11.0550;Tb927.10.1160,-0.123951503267111,23.8095732770787,0.012442249734371313,"hypothetical protein, conserved;NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative",23.68634511083378,23.87895222670678,23.248945815058825,23.18182921392805,23.931127949521134,24.07314049895153
93,Tb11.0800;Tb11.v5.1005.1-p1;Tb11.0790;Tb11.0810;Tb11.1320.1-p1;Tb11.1330.1-p1;Tb11.1340.1-p1;Tb11.v5.0983.1-p1,-0.842968319215977,13.8957018376675,0.4167069491145549,hypothetical protein;Tb11.v5.1005.1-p1;hypothetical protein;hypothetical protein;Tb11.1320.1-p1;Tb11.1330.1-p1;Tb11.1340.1-p1;Tb11.v5.0983.1-p1,12.762943300203755,14.216424941105522,13.971085206720591,14.804474133696704,14.312681513292295,14.362202758688804
94,Tb11.0820:pseudogenic_transcript-p1,-0.549547352063403,18.9926991158813,1.6573251293964375,Tb11.0820,18.556286615103364,18.55121822219453,18.630438686041806,19.284997197067877,19.13204287801837,18.969545504443683
95,Tb11.0845;Tb927.11.18680;Tb927.11.715,0.197762728659782,30.1311544931827,0.15228901895833585,"chrXI additional, unordered contigs, dynein light chain LC8, putative;dynein light chain LC8, putative;dynein light chain LC8, putative",30.2405932674477,30.202971059277186,30.002516873466792,29.627306228990214,30.062067450165703,30.1634193350564
96,Tb11.0870,-0.0772906053397584,20.3479008159692,0.018559868513954816,hypothetical protein,20.26267853902773,20.259718248805143,20.565138505852723,20.64611646914392,20.24075648783553,20.432534152725434
97,Tb11.0880;Tb927.11.680;Tb927.4.1100,-0.0205992871202589,29.9326901356682,0.006559715603984997,"chrXI additional, unordered contigs, 60S ribosomal protein L21e, putative;ribosomal protein L21E (60S), putative;ribosomal protein L21E (60S), putative",29.94405214952019,29.90018640034478,30.0814157873278,30.21975151140968,29.89449226864416,29.873208418499704
98,Tb11.1160;Tb927.11.18780.1-p1,-0.0964922738391145,21.6131300744511,0.028799260611507865,hypothetical protein;Tb927.11.18780.1-p1,21.784867062820844,21.431897938736498,21.53077451804219,21.46453842555445,21.767606458894008,21.804871456668423
99,Tb11.1220;Tb11.v5.0996.1-p1,0.126787314187826,27.4903571752054,0.3181463515279752,hypothetical protein;Tb11.v5.0996.1-p1,27.582757794886,27.49254786996676,27.62032449002682,27.452192269924605,27.41416284014107,27.44891310225043
100,Tb11.1230;Tb11.v5.0997.1-p1,0.271146023582489,20.1758166423565,0.04285633018564272,Component of motile flagella 16;Tb11.v5.0997.1-p1,20.387302682869542,20.637132848108585,19.464501275011077,19.33046170872424,20.25414088502055,20.090896141496952
